year,SeedType,Upset,Region,GameCity,GameState,TopSeed,TopScore,TopGames,TopFG,TopFGA,TopFGPer,Top3P,Top3PA,Top3Per,Top2P,Top2PA,Top2Per,TopPTs,TopOppPTS,TopAST,TopORB,TopDRB,TopPoss,TopTSPer,TopEFGPer,TopTOV,TopTOPer,TopFT,TopFTA,TopFTR,TopORTG,TopDRTG,TopSOS,BotSeed,BotScore,BotGames,BotFG,BotFGA,BotFGPer,Bot3P,Bot3PA,Bot3Per,Bot2P,Bot2PA,Bot2Per,BotPTs,BotOppPTS,BotAST,BotORB,BotDRB,BotPoss,BotTSPer,BotEFGPer,BotTOV,BotTOPer,BotFT,BotFTA,BotFTR,BotORTG,BotDRTG,BotSOS
2005,TwoFifteen,0,Two,at Cleveland, OH,Wake Forest,70,33,965,1966,0.491,251,629,0.399,714,1337,0.491,2801,2441,531,465,850,2812.4,0.592267745,0.554679552,484,0.172095008,620,906,0.460834181,0.995946523,0.867941971,10.27,Chattanooga,54,31,795,1746,0.455,168,554,0.303,627,1192,0.455,2253,2034,450,509,775,2572.6,0.54505603,0.503436426,535,0.207960818,495,729,0.417525773,0.875767706,0.79063982,-3.59
2005,TwoFifteen,0,Three,at Indianapolis, IN,Kentucky,72,34,901,1940,0.464,218,635,0.343,683,1305,0.464,2503,2127,509,417,780,2676.2,0.553682664,0.520618557,445,0.166280547,483,728,0.375257732,0.935281369,0.794783648,8.1,Eastern Kentucky,64,31,845,1773,0.477,194,552,0.351,651,1221,0.477,2256,2078,480,360,743,2446,0.559190958,0.531302876,451,0.184382666,372,555,0.313028765,0.922322159,0.849550286,-5.18
2005,TwoFifteen,0,Four,at Oklahoma City, OK,Oklahoma State,63,33,911,1833,0.497,240,564,0.426,671,1269,0.497,2583,2151,556,372,749,2553.2,0.607216068,0.562465903,453,0.177424409,521,668,0.364429896,1.011671628,0.842472192,9.68,Southeastern Louisiana,50,33,768,1660,0.463,117,376,0.311,651,1284,0.463,2085,1842,388,351,666,2387.2,0.533542827,0.497891566,460,0.19269437,432,668,0.402409639,0.873408177,0.771615282,-5.22
2005,ThreeFourteen,1,One,at Oklahoma City, OK,Kansas,63,30,801,1684,0.476,198,539,0.367,603,1145,0.476,2251,1956,495,350,779,2376.6,0.57144743,0.534441805,433,0.182193049,451,649,0.385391924,0.947151393,0.823024489,10.85,Bucknell,64,33,704,1585,0.444,218,591,0.369,486,994,0.444,2097,1946,416,306,738,2361.8,0.557511113,0.512933754,508,0.215090185,471,672,0.423974763,0.887882124,0.823947836,-2.19
2005,ThreeFourteen,0,Two,at Tucson, AZ,Gonzaga,74,31,856,1702,0.503,153,403,0.38,703,1299,0.503,2454,2159,486,368,823,2436.8,0.59775513,0.547884841,416,0.170715693,589,797,0.46827262,1.007058437,0.88599803,4.37,Winthrop,64,33,767,1724,0.445,220,604,0.364,547,1120,0.445,2245,1961,477,371,783,2478,0.549437102,0.508700696,464,0.18724778,491,725,0.420533643,0.905972559,0.791364003,-6.65
2005,ThreeFourteen,0,Three,at Tucson, AZ,Oklahoma,84,33,908,1907,0.476,214,576,0.372,694,1331,0.476,2480,2088,511,428,744,2616.8,0.565208671,0.532249607,449,0.171583614,450,652,0.34189827,0.947722409,0.797921125,8.84,Niagara,67,30,833,1915,0.435,270,753,0.359,563,1162,0.435,2537,2351,473,471,751,2618.4,0.5605292,0.505483029,387,0.147800183,601,791,0.41305483,0.968912313,0.897876566,-3.08
2005,ThreeFourteen,0,Four,at Boise, ID,Arizona,66,37,1077,2255,0.478,253,630,0.402,824,1625,0.478,2948,2579,610,493,868,3081.8,0.575403641,0.533702882,548,0.177818158,541,697,0.309090909,0.956583815,0.836848595,8.03,Utah State,53,32,851,1621,0.525,185,473,0.391,666,1148,0.525,2315,1848,549,307,788,2264.6,0.611347023,0.582048118,396,0.174865318,428,619,0.381863048,1.022255586,0.816038152,-1.47
2005,FourThirteen,0,One,at Nashville, TN,Florida,67,32,844,1751,0.482,244,626,0.39,600,1125,0.482,2438,2020,475,366,820,2481.4,0.590017618,0.551684752,444,0.178931248,506,716,0.408909195,0.982509873,0.814056581,7.12,Ohio,62,32,773,1675,0.461,182,555,0.328,591,1120,0.461,2288,2174,374,348,702,2418.8,0.564135945,0.515820896,423,0.174880106,560,802,0.47880597,0.945923598,0.89879279,1.79
2005,FourThirteen,0,Two,at Nashville, TN,Louisville,68,38,1011,2165,0.467,361,906,0.398,650,1259,0.467,3066,2436,590,489,986,3078,0.59400186,0.55034642,535,0.173814165,683,945,0.436489607,0.996101365,0.791423002,6.18,Louisiana-Lafayette,62,31,804,1802,0.446,200,601,0.333,604,1201,0.446,2239,2109,375,437,655,2545.6,0.53570745,0.501664817,482,0.189346323,431,654,0.362930078,0.879556882,0.828488372,1.91
2005,FourThirteen,1,Three,at Worcester, MA,Syracuse,57,34,946,1956,0.484,156,499,0.313,790,1457,0.484,2548,2197,525,470,821,2721,0.557305337,0.523517382,465,0.170893054,500,750,0.383435583,0.936420434,0.807423741,6.83,Vermont,60,32,805,1852,0.435,269,751,0.358,536,1101,0.435,2299,1987,493,397,811,2464.8,0.545282911,0.507289417,380,0.154170724,420,582,0.31425486,0.932732879,0.8061506,-1.95
2005,FourThirteen,0,Four,at Cleveland, OH,Boston College,85,30,768,1685,0.456,124,493,0.252,644,1192,0.456,2174,1935,527,424,711,2376.8,0.542772685,0.492581602,403,0.169555705,514,722,0.428486647,0.914675194,0.814119825,6.41,Penn,65,29,684,1580,0.433,192,563,0.341,492,1017,0.433,1982,1788,420,362,722,2291,0.532337774,0.493670886,455,0.19860323,422,640,0.405063291,0.8651244,0.78044522,-1.98
2005,FiveTwelve,0,One,at Nashville, TN,Villanova,55,32,801,1840,0.435,225,626,0.359,576,1214,0.435,2336,1996,385,463,730,2525.8,0.544654182,0.496467391,409,0.161928894,509,692,0.376086957,0.924855491,0.790244675,8.43,New Mexico,47,33,855,1733,0.493,269,688,0.391,586,1045,0.493,2492,2121,491,327,800,2489,0.603331396,0.570975188,454,0.182402571,513,755,0.435660704,1.001205303,0.852149458,1.5
2005,FiveTwelve,0,Two,at Nashville, TN,Georgia Tech,80,32,849,1877,0.452,190,570,0.333,659,1307,0.452,2371,2133,471,400,848,2639.6,0.542672209,0.502930208,483,0.18298227,483,699,0.37240277,0.898242158,0.808076981,9.78,George Washington,68,30,833,1750,0.476,162,447,0.362,671,1303,0.476,2308,2021,484,390,708,2475.2,0.56157904,0.522285714,448,0.180995475,480,693,0.396,0.932449903,0.816499677,1.05
2005,FiveTwelve,0,Three,at Worcester, MA,Michigan State,89,33,914,1875,0.487,219,615,0.356,695,1260,0.487,2590,2159,565,397,801,2605.6,0.593339931,0.545866667,451,0.173088732,543,699,0.3728,0.994012895,0.828599939,7.41,Old Dominion,81,34,869,1958,0.444,210,624,0.337,659,1334,0.444,2430,2079,552,409,830,2650,0.537230279,0.497446374,416,0.156981132,482,690,0.352400409,0.916981132,0.784528302,-2.59
2005,FiveTwelve,1,Four,at Cleveland, OH,Alabama,73,32,819,1694,0.483,249,632,0.394,570,1062,0.483,2426,2083,453,334,845,2396.8,0.601662632,0.556965762,410,0.171061415,539,732,0.432113341,1.012182911,0.869075434,6.81,Milwaukee,83,32,831,1859,0.447,262,735,0.356,569,1124,0.447,2400,2059,450,421,728,2564.8,0.556359185,0.517482517,435,0.169603868,476,677,0.364174287,0.935745477,0.802791641,1.44
2005,SixEleven,0,One,at Oklahoma City, OK,Wisconsin,57,34,788,1789,0.44,250,640,0.391,538,1149,0.44,2290,2047,444,342,834,2452,0.547742059,0.510340973,389,0.158646003,464,685,0.382895472,0.933931485,0.834828711,9.61,Northern Iowa,52,32,847,1763,0.48,226,593,0.381,621,1170,0.48,2311,2127,491,283,788,2360,0.575047278,0.544526375,373,0.158050847,391,560,0.317640386,0.979237288,0.901271186,5.31
2005,SixEleven,0,Two,at Tucson, AZ,Texas Tech,78,33,932,1957,0.476,145,366,0.396,787,1591,0.476,2535,2287,553,368,788,2659.4,0.560037822,0.513285641,424,0.159434459,526,696,0.355646398,0.953222531,0.859968414,9.11,UCLA,66,29,748,1654,0.452,186,538,0.346,562,1116,0.452,2138,2078,417,343,725,2371.6,0.553037828,0.508464329,464,0.195648507,456,634,0.38331318,0.901501096,0.87620172,7.09
2005,SixEleven,0,Three,at Tucson, AZ,Utah,60,35,837,1628,0.514,155,473,0.328,682,1155,0.514,2379,2005,516,374,820,2438.6,0.604924836,0.561732187,503,0.20626589,550,769,0.472358722,0.975559747,0.822193062,4.54,UTEP,54,35,901,1955,0.461,208,571,0.364,693,1384,0.461,2616,2278,579,386,811,2687,0.570780241,0.514066496,426,0.158541124,606,765,0.391304348,0.973576479,0.847785635,0.91
2005,SixEleven,1,Four,at Boise, ID,LSU,68,30,776,1690,0.459,205,571,0.359,571,1119,0.459,2257,2142,442,349,748,2369,0.566686753,0.519822485,405,0.17095821,500,685,0.405325444,0.952722668,0.904178978,7.77,Alabama-Birmingham,82,33,900,1996,0.451,217,625,0.347,683,1371,0.451,2557,2371,516,390,700,2750.4,0.546965911,0.505260521,444,0.161431065,540,776,0.388777555,0.929682955,0.862056428,4.78
2005,SevenTen,1,One,at Worcester, MA,Charlotte,63,29,763,1767,0.432,232,630,0.368,531,1137,0.432,2257,2093,409,420,699,2448,0.540417585,0.497453311,389,0.158905229,499,730,0.413129598,0.921977124,0.85498366,3.97,North Carolina State,75,35,871,1915,0.455,294,795,0.37,577,1120,0.455,2559,2314,529,375,746,2646.8,0.570828203,0.531592689,435,0.164349403,523,742,0.387467363,0.966827868,0.874263261,9.16
2005,SevenTen,0,Two,at Cleveland, OH,West Virginia,63,35,868,1930,0.45,319,885,0.36,549,1045,0.45,2501,2356,578,340,725,2582.4,0.569849255,0.53238342,412,0.159541512,446,601,0.311398964,0.968478934,0.912329616,7.62,Creighton,61,34,823,1820,0.452,293,707,0.414,530,1113,0.452,2421,2207,483,336,727,2496,0.573587945,0.532692308,412,0.165064103,482,660,0.362637363,0.969951923,0.884214744,3.84
2005,SevenTen,0,Three,at Indianapolis, IN,Cincinnati,76,33,839,1923,0.436,221,634,0.349,618,1289,0.436,2505,2130,493,471,884,2709.2,0.54236745,0.49375975,435,0.160564004,606,878,0.456578263,0.924627196,0.786209951,6.74,Iowa,64,33,841,1831,0.459,210,558,0.376,631,1273,0.459,2407,2221,501,371,825,2605,0.55748564,0.516657564,476,0.182725528,515,745,0.406881486,0.923992322,0.852591171,9.34
2005,SevenTen,0,Four,at Oklahoma City, OK,Southern Illinois,65,35,884,1957,0.452,202,554,0.365,682,1403,0.452,2365,2123,472,395,749,2617.2,0.540122047,0.50332141,449,0.17155739,395,528,0.269800715,0.903637475,0.811172245,5.12,Saint Mary's (CA),56,34,793,1817,0.436,234,670,0.349,559,1147,0.436,2373,2178,380,425,819,2656.2,0.55116318,0.500825537,534,0.201039078,553,763,0.41992295,0.893381522,0.819968376,2.4
2005,EightNine,1,One,at Charlotte, NC,Minnesota,53,32,771,1707,0.452,170,487,0.349,601,1220,0.452,2175,2012,453,373,718,2485.4,0.544937965,0.501464558,516,0.207612457,463,656,0.384299941,0.875110646,0.809527641,6.96,Iowa State,64,31,784,1794,0.437,113,387,0.292,671,1407,0.437,2112,2005,444,376,724,2451.8,0.509632833,0.468506132,405,0.165184762,431,632,0.352285396,0.861407945,0.817766539,8.4
2005,EightNine,0,Two,at Boise, ID,Pacific,79,31,794,1598,0.497,201,526,0.382,593,1072,0.497,2258,2011,462,310,794,2274.4,0.601927875,0.559762203,424,0.186422793,469,631,0.394868586,0.992789307,0.884189237,1.16,Pitt,71,29,738,1567,0.471,175,462,0.379,563,1105,0.471,2097,1842,439,414,689,2256.8,0.562234567,0.526802808,419,0.185661113,446,677,0.432035737,0.929191776,0.816199929,5.73
2005,EightNine,1,Three,at Charlotte, NC,Stanford,70,31,774,1778,0.435,124,363,0.342,650,1415,0.435,2173,2134,373,380,732,2478,0.523059888,0.470191226,428,0.172719935,501,680,0.382452193,0.876916868,0.86117837,8.13,Mississippi State,93,34,870,1958,0.444,199,590,0.337,671,1368,0.444,2466,2245,475,492,897,2777.8,0.534580833,0.49514811,503,0.181078551,527,792,0.404494382,0.887752898,0.808193534,6.05
2005,EightNine,1,Four,at Indianapolis, IN,Texas,57,31,816,1789,0.456,243,627,0.388,573,1162,0.456,2384,2124,406,418,810,2514,0.564875367,0.524035774,433,0.172235481,509,730,0.408049189,0.948289578,0.844868735,7.56,Nevada,61,32,791,1730,0.457,87,322,0.27,704,1408,0.457,2225,1974,480,395,875,2509.4,0.535927624,0.482369942,465,0.18530326,556,786,0.45433526,0.886666135,0.786642225,3.02
2006,OneSixteen,0,One,at Philadelphia, PA,Villanova,58,33,809,1942,0.417,288,769,0.375,521,1173,0.417,2449,2107,403,459,739,2598.8,0.54241898,0.490731205,370,0.142373403,543,717,0.369207003,0.942358011,0.810758812,9.23,Monmouth,45,34,787,1785,0.441,217,644,0.337,570,1141,0.441,2191,2155,502,296,818,2533.8,0.534995702,0.501680672,510,0.201278712,400,597,0.334453782,0.864709133,0.850501223,-4.05
2006,OneSixteen,0,Two,at Greensboro, NC,Duke,70,36,979,2011,0.487,274,709,0.386,705,1302,0.487,2921,2453,546,350,854,2869,0.606217832,0.554947787,496,0.172882537,689,905,0.450024863,1.018124782,0.855001743,8.77,Southern,54,32,787,1796,0.438,143,448,0.319,644,1348,0.438,2093,2070,391,422,812,2589.4,0.510079741,0.478006682,561,0.216652506,376,581,0.323496659,0.808295358,0.799412991,-6.69
2006,OneSixteen,0,Three,at Dallas, TX,Memphis,94,37,1034,2291,0.451,277,783,0.354,757,1508,0.451,2961,2422,566,568,960,3227.2,0.550715689,0.511785247,575,0.178173029,616,903,0.394151026,0.917513634,0.750495786,4.24,Oral Roberts,78,33,866,1883,0.46,218,560,0.389,648,1323,0.46,2472,2248,528,435,780,2649.4,0.560076852,0.517790759,472,0.178153544,522,736,0.39086564,0.933041443,0.848493999,-2.35
2006,OneSixteen,0,Four,at Philadelphia, PA,UConn,72,34,988,2088,0.473,188,514,0.366,800,1574,0.473,2781,2283,541,533,955,2926.6,0.562372602,0.518199234,489,0.167088089,617,874,0.418582375,0.950249436,0.780086107,6.57,Albany (NY),59,32,743,1660,0.448,223,589,0.379,520,1071,0.448,2194,2065,403,349,728,2383.8,0.559671034,0.514759036,451,0.189193724,485,682,0.410843373,0.920379226,0.866263948,-4.25
2006,TwoFifteen,0,One,at Dayton, OH,Ohio State,70,32,833,1791,0.465,262,718,0.365,571,1073,0.465,2363,2037,491,321,767,2412.4,0.574201512,0.53824679,379,0.157104958,435,606,0.338358459,0.979522467,0.844387332,5.89,Davidson,62,31,855,1885,0.454,277,751,0.369,578,1134,0.454,2403,2137,567,393,822,2502.8,0.565230891,0.527055703,399,0.159421448,416,547,0.290185676,0.96012466,0.853843695,-3.04
2006,TwoFifteen,0,Two,at Dallas, TX,Texas,60,37,983,2132,0.461,269,722,0.373,714,1410,0.461,2781,2230,549,518,980,2930.4,0.56468381,0.524155722,498,0.16994267,546,751,0.352251407,0.949017199,0.760988261,6.99,Penn,52,29,710,1595,0.445,196,607,0.323,514,988,0.445,1987,1744,413,302,617,2197,0.540827436,0.506583072,382,0.173873464,371,550,0.344827586,0.904415112,0.793809741,-2.31
2006,TwoFifteen,0,Three,at San Diego, CA,UCLA,78,39,939,1987,0.473,236,682,0.346,703,1305,0.473,2642,2288,541,429,874,2854.6,0.568622049,0.531957725,562,0.196875219,528,764,0.384499245,0.925523716,0.801513347,8.27,Belmont,44,31,897,1819,0.493,261,692,0.377,636,1127,0.493,2499,2356,518,364,735,2579.2,0.594456497,0.564870808,503,0.195021712,444,643,0.353490929,0.968905087,0.913461538,-6.72
2006,TwoFifteen,0,Four,at Greensboro, NC,Tennessee,63,30,859,1852,0.464,264,683,0.387,595,1169,0.464,2413,2204,509,352,653,2484,0.568406671,0.535097192,386,0.155394525,431,615,0.332073434,0.971417069,0.887278583,7.76,Winthrop,61,31,778,1735,0.448,238,658,0.362,540,1077,0.448,2276,1897,490,402,725,2452.8,0.557384115,0.517002882,439,0.178979126,482,697,0.401729107,0.927919113,0.773401826,-4.93
2006,ThreeFourteen,0,One,at Jacksonville, FL,Florida,76,39,1061,2120,0.5,289,738,0.392,772,1382,0.5,3052,2478,650,421,981,3025.8,0.610575846,0.568632075,561,0.185405513,641,862,0.406603774,1.008658867,0.81895697,5.49,South Alabama,50,31,797,1760,0.453,267,728,0.367,530,1032,0.453,2283,2033,436,346,703,2415,0.563982213,0.528693182,415,0.17184265,422,600,0.340909091,0.945341615,0.841821946,-2.18
2006,ThreeFourteen,1,Two,at Auburn Hills, MI,Iowa,63,34,781,1811,0.431,191,570,0.335,590,1241,0.431,2254,2003,502,372,913,2599.4,0.531192851,0.483986748,506,0.194660306,501,706,0.389839867,0.867123182,0.770562437,6.8,Northwestern State,64,34,914,1981,0.461,226,616,0.367,688,1365,0.461,2573,2365,589,458,766,2827.6,0.553628602,0.518425038,535,0.189206394,519,779,0.39323574,0.909958976,0.836398359,-1.38
2006,ThreeFourteen,0,Three,at Salt Lake City, UT,Gonzaga,79,33,897,1879,0.477,182,500,0.364,715,1379,0.477,2643,2402,459,411,828,2654.2,0.586207814,0.525811602,434,0.16351443,667,853,0.453964875,0.995780273,0.904980785,5.02,Xavier,75,32,778,1685,0.462,218,588,0.371,560,1097,0.462,2290,2030,502,338,783,2380.2,0.572866635,0.526409496,410,0.172254432,516,713,0.423145401,0.962104025,0.852869507,1.98
2006,ThreeFourteen,0,Four,at Dayton, OH,UNC,69,31,863,1809,0.477,215,573,0.375,648,1236,0.477,2460,2128,552,432,805,2614.2,0.577052995,0.536484245,512,0.195853416,519,733,0.405196241,0.941014459,0.81401576,7.77,Murray State,65,31,808,1795,0.45,230,652,0.353,578,1143,0.45,2203,1901,485,410,731,2401.2,0.540979903,0.514206128,387,0.161169415,357,548,0.305292479,0.917457938,0.79168749,-5.07
2006,FourThirteen,0,One,at Salt Lake City, UT,Boston College,88,36,949,1958,0.485,211,585,0.361,738,1373,0.485,2671,2383,639,466,811,2763.2,0.574527214,0.538559755,472,0.170816445,562,833,0.425434116,0.966632889,0.862405906,6.1,Pacific,76,32,858,1763,0.487,215,553,0.389,643,1210,0.487,2377,2047,514,320,815,2421.2,0.586589146,0.547646058,419,0.173054684,446,598,0.339194555,0.981744589,0.845448538,-1.57
2006,FourThirteen,0,Two,at Jacksonville, FL,LSU,80,36,972,2092,0.465,147,454,0.324,825,1638,0.465,2633,2299,547,496,951,2961.4,0.540027237,0.499760994,555,0.187411359,542,786,0.375717017,0.889106504,0.77632201,8.77,Iona,64,31,881,1835,0.48,196,488,0.402,685,1347,0.48,2475,2238,481,413,727,2602.2,0.571825962,0.533514986,468,0.179847821,517,748,0.407629428,0.951118285,0.860041503,-0.78
2006,FourThirteen,1,Three,at Auburn Hills, MI,Kansas,73,33,912,1923,0.474,205,539,0.38,707,1384,0.474,2480,2024,589,433,872,2707.4,0.559001731,0.527561102,516,0.190588757,451,671,0.348933957,0.916007978,0.747580705,7.6,Bradley,77,33,848,1933,0.439,185,551,0.336,663,1382,0.439,2359,2148,533,419,822,2696.4,0.529864692,0.486549405,497,0.184319834,478,666,0.344542162,0.874870197,0.796617713,5.38
2006,FourThirteen,0,Four,at San Diego, CA,Illinois,78,33,848,1853,0.458,241,668,0.361,607,1185,0.458,2311,1937,500,403,776,2491.8,0.547869213,0.522665947,406,0.162934425,374,582,0.314085267,0.92744201,0.777349707,6.29,Air Force,69,31,683,1413,0.483,276,684,0.404,407,729,0.483,1990,1695,445,204,559,1934.8,0.614774356,0.581033263,335,0.173144511,348,467,0.330502477,1.028530081,0.876059541,2.49
2006,FiveTwelve,1,One,at Salt Lake City, UT,Nevada,79,33,866,1901,0.456,179,497,0.36,687,1404,0.456,2401,2103,514,420,848,2599.8,0.545414069,0.502630195,426,0.163858758,490,682,0.358758548,0.923532579,0.808908378,2.26,Montana,87,31,876,1781,0.492,228,590,0.386,648,1191,0.492,2449,2202,565,348,748,2473.2,0.592026379,0.55586749,431,0.174268155,469,653,0.366647951,0.990215106,0.890344493,-0.96
2006,FiveTwelve,1,Two,at Jacksonville, FL,Syracuse,58,35,913,2083,0.438,260,766,0.339,653,1317,0.438,2535,2412,541,476,862,2894.2,0.530308102,0.500720115,532,0.183815908,449,698,0.335093615,0.87588971,0.83339092,8.16,Texas A&M;,66,31,725,1627,0.446,203,563,0.361,522,1064,0.446,2130,1869,509,325,668,2323.8,0.550137405,0.507990166,416,0.179017127,477,702,0.431468961,0.916602117,0.804286083,4.77
2006,FiveTwelve,0,Three,at Auburn Hills, MI,Pitt,79,33,840,1842,0.456,206,585,0.352,634,1257,0.456,2391,2082,541,422,859,2585.6,0.55276591,0.51194354,452,0.174814356,505,729,0.395765472,0.924737005,0.80522896,7.01,Kent State,64,34,844,1887,0.447,237,660,0.359,607,1227,0.447,2458,2239,452,377,753,2636,0.554903377,0.510068892,451,0.171092564,533,745,0.394806571,0.932473445,0.84939302,0
2006,FiveTwelve,0,Four,at San Diego, CA,Washington,75,33,982,2087,0.471,220,602,0.365,762,1485,0.471,2706,2306,529,475,757,2851.8,0.565238461,0.523239099,486,0.170418683,522,697,0.333972209,0.948874395,0.808612105,5.96,Utah State,61,32,853,1714,0.498,232,579,0.401,621,1135,0.498,2307,2070,552,304,776,2339.4,0.594943368,0.565344224,421,0.179960674,369,511,0.298133022,0.986150295,0.884842267,1.79
2006,SixEleven,1,One,at Jacksonville, FL,Oklahoma,74,29,716,1586,0.451,174,485,0.359,542,1101,0.451,1995,1847,423,420,640,2215,0.546335853,0.50630517,411,0.185553047,389,545,0.343631778,0.900677201,0.833860045,6.79,Milwaukee,82,31,797,1832,0.435,204,609,0.335,593,1223,0.435,2294,2061,389,452,733,2540.6,0.533895623,0.490720524,421,0.165708888,496,719,0.392467249,0.902936314,0.811225695,1.47
2006,SixEleven,0,Two,at Auburn Hills, MI,West Virginia,64,33,835,1875,0.445,337,967,0.349,498,908,0.445,2334,2093,576,258,657,2337.6,0.564269689,0.5352,287,0.122775496,327,439,0.234133333,0.998459959,0.895362765,8.54,Southern Illinois,46,33,707,1714,0.412,183,548,0.334,524,1166,0.412,1994,1864,404,384,689,2418.6,0.506410126,0.465869312,473,0.195567684,397,579,0.337806301,0.824443893,0.77069379,4.62
2006,SixEleven,0,Three,at Salt Lake City, UT,Indiana,87,31,797,1730,0.461,276,699,0.395,521,1031,0.461,2231,2084,466,319,734,2385.2,0.56909781,0.540462428,446,0.186986416,361,523,0.302312139,0.935351333,0.873721281,7.36,San Diego State,83,33,839,1823,0.46,220,556,0.396,619,1267,0.46,2456,2223,432,430,746,2627.8,0.568392209,0.520570488,498,0.189512139,558,767,0.420735052,0.934622117,0.845954791,3.65
2006,SixEleven,1,Four,at Dayton, OH,Michigan State,65,34,896,1879,0.477,204,540,0.378,692,1339,0.477,2520,2334,567,373,839,2629.4,0.578342452,0.531133582,478,0.181790523,524,681,0.362426823,0.95839355,0.887654978,7.27,George Mason,75,35,897,1863,0.481,206,579,0.356,691,1284,0.481,2429,2102,507,352,869,2570.4,0.565609806,0.536768653,449,0.174680984,429,646,0.34675255,0.944989107,0.817771553,2.77
2006,SevenTen,0,One,at Dayton, OH,Georgetown,54,33,787,1682,0.468,223,628,0.355,564,1054,0.468,2177,1944,514,354,725,2278.2,0.567305287,0.534185493,381,0.167237293,380,538,0.319857313,0.955578966,0.853305241,6.92,Northern Iowa,49,33,754,1662,0.454,219,642,0.341,535,1020,0.454,2165,1907,439,279,821,2306.2,0.561020357,0.519554753,401,0.173879108,438,608,0.365824308,0.93877374,0.826901396,5.13
2006,SevenTen,1,Two,at Dallas, TX,University of California,52,31,717,1598,0.449,169,452,0.374,548,1146,0.449,2128,2000,402,301,701,2268.4,0.556182829,0.501564456,384,0.169282314,525,716,0.448060075,0.938106154,0.881678716,8.84,North Carolina State,58,32,793,1704,0.465,288,777,0.371,505,927,0.465,2383,2157,500,284,766,2409.2,0.595059731,0.549882629,434,0.180142786,509,678,0.397887324,0.989125021,0.895317948,5.63
2006,SevenTen,1,Three,at San Diego, CA,Marquette,85,31,830,1823,0.455,263,663,0.397,567,1160,0.455,2325,2150,482,377,735,2500.6,0.563073972,0.527427318,458,0.183156043,402,549,0.301151947,0.929776854,0.85979365,8.16,Alabama,90,31,758,1662,0.456,174,505,0.345,584,1157,0.456,2178,2094,379,389,746,2358.6,0.554153351,0.508423586,421,0.178495718,488,689,0.41456077,0.923429153,0.887814805,8.07
2006,SevenTen,0,Four,at Greensboro, NC,Wichita State,86,35,839,1903,0.441,237,648,0.366,602,1255,0.441,2422,2165,522,425,892,2632,0.547715966,0.503152916,449,0.170592705,507,700,0.367840252,0.920212766,0.822568389,4.72,Seton Hall,66,30,692,1690,0.409,174,520,0.335,518,1170,0.409,2033,2013,373,375,730,2347.8,0.515916519,0.460946746,403,0.171650055,475,637,0.376923077,0.865917029,0.857398416,6.11
2006,EightNine,0,One,at Philadelphia, PA,Arizona,94,33,909,2037,0.446,142,445,0.319,767,1592,0.446,2433,2267,492,453,687,2740.8,0.521995469,0.481099656,437,0.159442499,473,667,0.327442317,0.887697023,0.827130765,10.09,Wisconsin,75,31,776,1796,0.432,199,573,0.347,577,1223,0.432,2205,2035,421,400,724,2428.6,0.525761102,0.48747216,359,0.14782179,454,684,0.380846325,0.907930495,0.837931318,7.24
2006,EightNine,0,Two,at Greensboro, NC,George Washington,88,30,845,1814,0.466,182,511,0.356,663,1303,0.466,2360,2026,511,421,722,2536,0.549808965,0.51598677,420,0.165615142,488,755,0.416207277,0.930599369,0.798895899,-0.33,North Carolina-Wilmington,85,33,807,1867,0.432,216,639,0.338,591,1228,0.432,2250,1975,506,389,802,2521.4,0.527812183,0.490091055,414,0.164194495,420,601,0.321906802,0.892361387,0.783294995,0.57
2006,EightNine,1,Three,at Dallas, TX,Arkansas,55,32,841,1837,0.458,179,533,0.336,662,1304,0.458,2359,2076,495,390,728,2553,0.547636735,0.50653239,428,0.167645907,498,720,0.391943386,0.924010967,0.813160987,6.17,Bucknell,59,32,726,1560,0.465,196,503,0.39,530,1057,0.465,2114,1785,457,308,724,2302,0.569872763,0.528205128,474,0.205907906,466,670,0.429487179,0.918331885,0.775412685,-2.29
2006,EightNine,0,Four,at Philadelphia, PA,Kentucky,69,35,903,2020,0.447,265,758,0.35,638,1262,0.447,2477,2316,495,449,816,2724.4,0.542145996,0.512623762,464,0.170312729,406,601,0.297524752,0.909191015,0.850095434,8.88,Alabama-Birmingham,64,31,822,1816,0.453,222,647,0.343,600,1169,0.453,2306,2035,482,337,634,2483,0.545102118,0.51376652,395,0.159081756,440,680,0.374449339,0.928715264,0.819573097,1.57
2007,OneSixteen,0,One,at Winston-Salem, NC,UNC,86,38,1187,2379,0.499,215,600,0.358,972,1779,0.499,3258,2608,696,522,1029,3279,0.583327365,0.544136192,524,0.159804819,669,940,0.395124002,0.993595608,0.79536444,9.3,Eastern Kentucky,65,33,782,1691,0.462,264,758,0.348,518,933,0.462,2151,2089,477,280,650,2327,0.566052632,0.540508575,446,0.191663086,323,475,0.280898876,0.924366137,0.897722389,-5.28
2007,OneSixteen,0,Two,at Lexington, KY,Ohio State,78,39,1029,2178,0.472,287,794,0.361,742,1384,0.472,2905,2417,583,433,957,2939.8,0.574410364,0.538337925,443,0.150690523,560,797,0.365932048,0.98816246,0.822164773,9.03,Central Connecticut,57,34,790,1822,0.434,262,688,0.381,528,1134,0.434,2344,2247,424,401,779,2578.2,0.551602093,0.505488474,481,0.18656427,502,688,0.377607025,0.90916143,0.871538283,-6.48
