year,SeedType,Upset,Region,GameCity,GameState,TopSeed,TopScore,TopGames,TopFG,TopFGA,TopFGPer,Top3P,Top3PA,Top3Per,Top2P,Top2PA,Top2Per,TopPTs,TopOppPTS,TopAST,TopORB,TopDRB,TopPoss,TopTSPer,TopEFGPer,TopTOV,TopTOPer,TopFT,TopFTA,TopFTR,TopORTG,TopDRTG,TopSOS,BotSeed,BotScore,BotGames,BotFG,BotFGA,BotFGPer,Bot3P,Bot3PA,Bot3Per,Bot2P,Bot2PA,Bot2Per,BotPTs,BotOppPTS,BotAST,BotORB,BotDRB,BotPoss,BotTSPer,BotEFGPer,BotTOV,BotTOPer,BotFT,BotFTA,BotFTR,BotORTG,BotDRTG,BotSOS
2009,SevenTen,1,Four,at Kansas City, MO,University of California,71,33,892,1848,0.483,210,492,0.427,682,1356,0.483,2472,2271,509,333,780,2500.2,0.581231307,0.539502165,399,0.159587233,478,633,0.342532468,0.988720902,0.908327334,7.21,Maryland,84,35,924,2179,0.424,201,604,0.333,723,1575,0.424,2512,2419,511,464,810,2851.4,0.513105432,0.470169803,428,0.150101704,463,611,0.280403855,0.880970751,0.848355194,8.99
2009,EightNine,0,One,at Dayton, OH,Oklahoma State,77,35,948,2059,0.46,327,851,0.384,621,1208,0.46,2830,2608,446,346,877,2814.8,0.585610939,0.539825158,431,0.153119227,607,812,0.394366197,1.005400028,0.926531192,7.44,Tennessee,75,34,957,2105,0.455,229,728,0.315,728,1377,0.455,2665,2465,554,485,831,2865.8,0.545061112,0.509026128,452,0.157722102,522,772,0.366745843,0.929932305,0.860143764,7.71
2009,EightNine,0,Two,at Greensboro, NC,LSU,75,35,937,2093,0.448,213,572,0.372,724,1521,0.448,2617,2316,529,475,890,2814,0.541015463,0.498566651,425,0.151030561,530,740,0.353559484,0.929992893,0.823027719,3.27,Butler,71,32,705,1609,0.438,257,731,0.352,448,878,0.438,2168,1854,417,328,766,2285.8,0.566507097,0.518023617,400,0.174993438,501,692,0.430080796,0.948464433,0.811094584,2.07
2009,EightNine,1,Three,at Dayton, OH,Ohio State,72,33,778,1618,0.481,216,576,0.375,562,1042,0.481,2206,2046,440,266,758,2304.6,0.583486743,0.547589617,439,0.190488588,434,619,0.382571075,0.957216003,0.887789638,8.23,Siena,74,35,1007,2157,0.467,184,558,0.33,823,1599,0.467,2709,2462,534,438,835,2926.6,0.542807451,0.509503941,462,0.157862366,511,769,0.356513676,0.925647509,0.841249231,0.99
2009,EightNine,1,Four,at Philadelphia, PA,BYU,66,33,909,1879,0.484,238,624,0.381,671,1255,0.484,2544,2150,537,302,894,2521.6,0.585268892,0.547099521,375,0.148715102,488,669,0.356040447,1.008883249,0.852633249,4.15,Texas A&M;,79,34,822,1831,0.449,202,560,0.361,620,1271,0.449,2440,2281,427,422,827,2605.4,0.552626334,0.504096122,432,0.165809473,594,856,0.467504096,0.936516466,0.875489368,6.13
2010,OneSixteen,0,One,at New Orleans, LA,Kentucky,100,38,1066,2228,0.478,231,697,0.331,835,1531,0.478,3012,2468,573,538,1046,3154.4,0.567180368,0.53029623,538,0.170555415,649,971,0.435816876,0.954856708,0.782399188,6.82,ETSU,71,35,855,1978,0.432,177,575,0.308,678,1403,0.432,2424,2362,382,445,832,2823,0.518702388,0.476996967,519,0.183846971,537,815,0.412032356,0.858660999,0.836698548,-1.47
2010,OneSixteen,0,Two,at Jacksonville, FL,Duke,73,40,1049,2375,0.442,301,782,0.385,748,1593,0.442,3079,2441,555,569,991,3163.6,0.555663837,0.505052632,429,0.135605007,682,899,0.378526316,0.973258313,0.771589329,9.21,Arkansas-Pine Bluff,44,34,725,1778,0.408,141,466,0.303,584,1312,0.408,2166,2187,421,422,864,2691.4,0.502123477,0.447412823,569,0.211414134,575,861,0.484251969,0.804785613,0.812588244,-7.67
2010,OneSixteen,0,Three,at Oklahoma City, OK,Kansas,90,36,1033,2111,0.489,262,648,0.404,771,1463,0.489,2937,2312,609,468,989,2929.4,0.588756495,0.551397442,470,0.160442411,609,871,0.412600663,1.002594388,0.789240117,8.25,Lehigh,74,33,842,1853,0.454,220,551,0.399,622,1302,0.454,2478,2331,495,339,862,2601.6,0.56201691,0.513761468,429,0.164898524,574,799,0.431192661,0.952490775,0.895987085,-7.79
2010,OneSixteen,0,Four,at Buffalo, NY,Syracuse,79,35,1042,2021,0.516,244,624,0.391,798,1397,0.516,2832,2324,673,417,920,2851,0.602861035,0.575952499,532,0.186601193,504,745,0.368629391,0.993335672,0.815152578,7.21,Vermont,56,35,826,1884,0.438,166,524,0.317,660,1360,0.438,2457,2267,423,433,858,2743,0.535714286,0.482484076,487,0.177542836,639,930,0.493630573,0.895734597,0.826467371,-6.69
2010,TwoFifteen,0,One,at Buffalo, NY,West Virginia,77,38,942,2190,0.43,257,762,0.337,685,1428,0.43,2752,2414,589,585,882,2988.2,0.535008865,0.488812785,451,0.150926979,611,868,0.396347032,0.920955759,0.807844187,10.26,Morgan State,50,37,960,2239,0.429,205,617,0.332,755,1622,0.429,2813,2606,461,568,920,3131.2,0.526479308,0.474542206,499,0.159363822,688,983,0.439035284,0.898377619,0.832268779,-6.15
2010,TwoFifteen,0,Two,at Providence, RI,Villanova,73,33,899,1962,0.458,252,676,0.373,647,1286,0.458,2700,2404,448,441,831,2758.4,0.576716051,0.522426096,452,0.163863109,650,861,0.43883792,0.978828306,0.871519722,7.75,Robert Morris,70,35,815,1868,0.436,197,546,0.361,618,1322,0.436,2399,2306,433,412,815,2731.6,0.534070064,0.489025696,520,0.190364621,572,859,0.459850107,0.878239859,0.844193879,-6.15
2010,TwoFifteen,0,Three,at Milwaukee, WI,Ohio State,68,37,983,1999,0.492,276,708,0.39,707,1291,0.492,2740,2274,545,325,909,2698.4,0.592038167,0.56078039,413,0.153053661,498,716,0.35817909,1.015416543,0.842721613,7.37,UCSB,51,30,674,1522,0.443,205,544,0.377,469,978,0.443,2028,1972,414,268,716,2261.2,0.554364941,0.510183968,460,0.203431806,475,698,0.458607096,0.896868919,0.872103308,-1.09
2010,TwoFifteen,0,Four,at Oklahoma City, OK,Kansas State,82,37,981,2182,0.45,253,703,0.36,728,1479,0.45,2949,2584,541,559,878,3150.2,0.55325839,0.50756187,529,0.167925846,734,1098,0.503208066,0.936131039,0.82026538,10.28,North Texas,62,33,798,1748,0.457,179,538,0.333,619,1210,0.457,2437,2303,394,364,856,2601.4,0.565891401,0.507723112,485,0.186438072,662,921,0.526887872,0.93680326,0.885292535,-4.72
2010,ThreeFourteen,0,One,at San Jose, CA,New Mexico,62,35,887,2023,0.438,273,739,0.369,614,1284,0.438,2655,2352,497,458,889,2773.6,0.54788358,0.505931784,387,0.139529853,608,909,0.449332674,0.957239688,0.847995385,3.84,Montana,57,32,791,1636,0.483,210,526,0.399,581,1110,0.483,2228,1960,396,283,765,2267.2,0.585908737,0.547677262,390,0.172018349,436,603,0.368581907,0.982709951,0.86450247,-2.35
2010,ThreeFourteen,0,Two,at New Orleans, LA,Baylor,68,36,993,2040,0.487,255,662,0.385,738,1378,0.487,2771,2362,508,443,965,2823.4,0.586668586,0.549264706,491,0.173903804,530,731,0.358333333,0.981440816,0.83658001,8.03,Sam Houston State,59,33,909,1963,0.463,287,775,0.37,622,1188,0.463,2616,2284,673,410,837,2695.8,0.572960471,0.536169129,442,0.163958751,511,727,0.370351503,0.970398398,0.847243861,-3.37
2010,ThreeFourteen,1,Three,at Providence, RI,Georgetown,83,34,905,1815,0.499,212,548,0.387,693,1267,0.499,2500,2246,524,333,799,2556.8,0.592226202,0.557024793,473,0.184996871,478,672,0.370247934,0.977784731,0.878441802,9.55,Ohio,97,37,925,2153,0.43,278,759,0.366,647,1394,0.43,2763,2569,524,443,928,2979.2,0.54357235,0.494194148,473,0.158767454,635,883,0.410125406,0.927430183,0.86231203,-0.03
2010,ThreeFourteen,0,Four,at Milwaukee, WI,Pitt,89,34,809,1811,0.447,181,526,0.344,628,1285,0.447,2336,2101,536,420,849,2542,0.542750929,0.496686913,421,0.165617624,537,775,0.427940364,0.918961448,0.826514555,7.38,Oakland,66,35,920,2053,0.448,206,640,0.322,714,1413,0.448,2676,2504,461,477,867,2888.4,0.548711471,0.498295178,485,0.167913031,630,876,0.426692645,0.926464479,0.86691594,-2.96
2010,FourThirteen,0,One,at Jacksonville, FL,Wisconsin,53,33,776,1750,0.443,246,690,0.357,530,1060,0.443,2214,1878,412,320,736,2266.2,0.553522141,0.513714286,289,0.127526255,416,568,0.324571429,0.976965846,0.828700026,7.66,Wofford,49,35,825,1873,0.44,203,580,0.35,622,1293,0.44,2408,2134,469,402,841,2621,0.537932267,0.494660972,416,0.158718047,555,830,0.443139349,0.918733308,0.814193056,-2.57
2010,FourThirteen,0,Two,at Spokane, WA,Purdue,72,35,867,1957,0.443,187,588,0.318,680,1369,0.443,2467,2144,493,351,819,2640,0.538834527,0.490802248,381,0.144318182,546,755,0.385794584,0.934469697,0.812121212,8.81,Siena,64,34,930,2048,0.454,160,498,0.321,770,1550,0.454,2554,2226,486,442,868,2783.2,0.532767051,0.493164063,418,0.150186835,534,793,0.387207031,0.91764875,0.799798793,-1.17
2010,FourThirteen,0,Three,at Spokane, WA,Maryland,89,33,966,2052,0.471,195,510,0.382,771,1542,0.471,2629,2254,545,421,849,2710.6,0.558136178,0.518274854,383,0.14129713,502,689,0.335769981,0.969895964,0.83155021,7.95,Houston,77,35,958,2282,0.42,290,814,0.356,668,1468,0.42,2751,2624,435,440,745,2904.2,0.525016031,0.48334794,315,0.108463604,545,768,0.336546889,0.947248812,0.903519041,3.48
2010,FourThirteen,1,Four,at San Jose, CA,Vanderbilt,65,33,859,1829,0.47,203,552,0.368,656,1277,0.47,2537,2274,436,361,836,2618.6,0.575346069,0.525150355,448,0.171083785,616,854,0.466921815,0.968838311,0.868402963,7.86,Murray State,66,36,978,1961,0.499,226,599,0.377,752,1362,0.499,2753,2175,556,439,880,2816.4,0.592746658,0.556348802,527,0.187118307,571,821,0.418663947,0.977488993,0.772262463,-3.89
2010,FiveTwelve,1,One,at Jacksonville, FL,Temple,65,35,851,1942,0.438,204,605,0.337,647,1337,0.438,2273,1987,515,377,904,2513.2,0.522163821,0.490731205,358,0.142447875,367,533,0.27445932,0.904424638,0.790625497,4.27,Cornell,78,34,913,1894,0.482,326,759,0.43,587,1135,0.482,2596,2192,543,349,800,2523.2,0.60918375,0.56810982,414,0.164077362,393,538,0.28405491,1.028852251,0.86873811,-0.91
2010,FiveTwelve,0,Two,at Spokane, WA,Texas A&M;,69,34,813,1846,0.44,210,626,0.335,603,1220,0.44,2426,2192,417,400,852,2619.8,0.541885565,0.497291441,417,0.159172456,590,892,0.483206934,0.926024887,0.836705092,9.8,Utah State,53,35,941,1928,0.488,242,585,0.414,699,1343,0.488,2559,2097,584,362,876,2515.6,0.586775874,0.550829876,358,0.142311973,435,574,0.297717842,1.017252345,0.833598346,1.23
2010,FiveTwelve,0,Three,at Spokane, WA,Michigan State,70,37,974,2068,0.471,187,543,0.344,787,1525,0.471,2658,2361,606,487,939,2887.6,0.552791827,0.516199226,514,0.178002493,523,764,0.369439072,0.920487602,0.817634021,8.16,New Mexico State,67,34,919,1997,0.46,287,774,0.371,632,1223,0.46,2662,2639,484,358,854,2740.8,0.570148384,0.532048072,437,0.159442499,537,767,0.384076114,0.97124927,0.96285756,1.66
2010,FiveTwelve,0,Four,at San Jose, CA,Butler,77,38,845,1911,0.442,260,761,0.342,585,1150,0.442,2611,2258,464,353,888,2725.4,0.566318474,0.510204082,456,0.16731489,661,896,0.468864469,0.95802451,0.828502238,5.08,UTEP,59,33,891,1879,0.474,201,586,0.343,690,1293,0.474,2484,2131,488,323,870,2611.6,0.562918109,0.527674295,435,0.166564558,501,744,0.395955295,0.951141063,0.815974881,1.96
2010,SixEleven,1,One,at San Jose, CA,Marquette,78,34,861,1890,0.456,274,664,0.413,587,1226,0.456,2485,2198,516,343,728,2507,0.569849569,0.528042328,353,0.140805744,489,660,0.349206349,0.991224571,0.876745114,8.23,Washington,80,36,1004,2212,0.454,191,568,0.336,813,1644,0.454,2851,2519,515,476,888,3034,0.546126734,0.497061483,460,0.15161503,652,905,0.409132007,0.939683586,0.830257086,7.49
2010,SixEleven,1,Two,at New Orleans, LA,Notre Dame,50,35,918,1953,0.47,261,673,0.388,657,1280,0.47,2635,2393,585,402,848,2612.6,0.577759652,0.536866359,362,0.13855929,538,744,0.380952381,1.008573834,0.915945801,6.22,Old Dominion,51,36,922,2061,0.447,166,523,0.317,756,1538,0.447,2415,2069,554,540,854,2768,0.516909247,0.487627365,457,0.165101156,405,625,0.303250849,0.872471098,0.747471098,1.78
2010,SixEleven,0,Three,at Providence, RI,Tennessee,62,37,991,2174,0.456,218,681,0.32,773,1493,0.456,2720,2413,530,441,912,2974,0.540755467,0.505979761,490,0.164761264,520,775,0.356485741,0.914593141,0.811365165,7.75,San Diego State,59,34,875,1846,0.474,179,564,0.317,696,1282,0.474,2389,2101,458,444,813,2595.4,0.549943832,0.52248104,453,0.17453957,460,741,0.401408451,0.920474686,0.809509132,4.21
2010,SixEleven,0,Four,at Milwaukee, WI,Xavier,65,35,961,2082,0.462,250,664,0.377,711,1418,0.462,2793,2433,494,444,971,2883.2,0.566274147,0.521613833,452,0.156770255,621,873,0.419308357,0.968715316,0.843854051,5.94,Minnesota,54,35,912,1949,0.468,246,617,0.399,666,1332,0.468,2533,2242,583,375,862,2640.4,0.565442174,0.53104156,427,0.161717922,463,661,0.339148281,0.959324345,0.849113771,7.32
2010,SevenTen,1,One,at Buffalo, NY,Clemson,78,32,851,1878,0.453,216,631,0.342,635,1247,0.453,2350,2065,453,420,758,2619.6,0.542534722,0.510649627,480,0.183234082,432,654,0.348242812,0.897083524,0.788288288,7.9,Missouri,86,34,926,2104,0.44,258,701,0.368,668,1403,0.44,2627,2252,522,441,759,2821.6,0.543181593,0.501425856,432,0.153104621,517,714,0.339353612,0.931032039,0.798128721,6.36
2010,SevenTen,1,Two,at Providence, RI,Richmond,71,35,868,1943,0.447,250,704,0.355,618,1239,0.447,2427,2196,442,304,835,2579,0.546572381,0.511065363,384,0.148894921,441,630,0.324240865,0.941062427,0.851492827,3.43,Saint Mary's (CA),80,34,944,1950,0.484,284,699,0.406,660,1251,0.484,2668,2258,543,370,874,2604.8,0.596366367,0.556923077,394,0.151259214,496,652,0.334358974,1.024262899,0.866861179,2.2
2010,SevenTen,1,Three,at Milwaukee, WI,Oklahoma State,59,33,839,1861,0.451,274,784,0.349,565,1077,0.451,2437,2243,413,327,842,2550.6,0.564183057,0.524449221,418,0.163883008,485,679,0.364857603,0.95546146,0.879400925,6.97,Georgia Tech,64,36,948,2064,0.459,213,587,0.363,735,1477,0.459,2621,2365,508,464,966,2949.6,0.544507969,0.510901163,574,0.194602658,512,779,0.377422481,0.888595064,0.801803634,9.02
2010,SevenTen,0,Four,at Oklahoma City, OK,BYU,99,36,1025,2120,0.483,292,700,0.417,733,1420,0.483,2992,2392,567,367,965,2866.2,0.602710586,0.552358491,417,0.145488801,650,823,0.388207547,1.043890866,0.834554462,3,Florida,92,34,890,2006,0.444,203,648,0.313,687,1358,0.444,2455,2258,479,455,810,2697.4,0.533408076,0.494267198,423,0.156817676,472,671,0.33449651,0.910135686,0.837102395,7.16
2010,EightNine,1,One,at New Orleans, LA,Texas,80,34,1005,2158,0.466,195,566,0.345,810,1592,0.466,2761,2381,489,503,922,2973.2,0.542581122,0.510889713,464,0.15606081,556,878,0.406858202,0.928629087,0.800820665,7.38,Wake Forest,81,31,811,1869,0.434,134,435,0.308,677,1434,0.434,2257,2155,369,463,843,2644.8,0.511958553,0.46976993,471,0.178085299,501,762,0.407704655,0.853372656,0.814806413,8.85
2010,EightNine,0,Two,at Jacksonville, FL,University of California,77,35,966,2028,0.476,228,609,0.374,738,1419,0.476,2703,2387,500,395,846,2735.8,0.576706437,0.532544379,421,0.153885518,543,717,0.353550296,0.98801082,0.8725053,8.26,Louisville,62,33,876,1960,0.447,262,777,0.337,614,1183,0.447,2505,2304,511,478,739,2693,0.552248677,0.51377551,453,0.168213888,491,700,0.357142857,0.93018938,0.85555143,7.99
2010,EightNine,1,Three,at Oklahoma City, OK,UNLV,66,34,899,1950,0.461,231,695,0.332,668,1255,0.461,2485,2168,551,337,812,2599.8,0.557104937,0.52025641,395,0.151934764,456,637,0.326666667,0.955842757,0.833910301,4.82,Northern Iowa,69,35,747,1741,0.429,233,659,0.354,514,1082,0.429,2216,1929,367,333,797,2371,0.54721454,0.495979322,372,0.156895825,489,645,0.370476738,0.93462674,0.813580768,4.27
2010,EightNine,0,Four,at Buffalo, NY,Gonzaga,67,34,912,1856,0.491,182,516,0.353,730,1340,0.491,2614,2291,456,358,928,2666.4,0.578564346,0.540409483,444,0.166516652,608,916,0.493534483,0.980348035,0.859210921,3.83,Florida State,60,32,783,1734,0.452,186,557,0.334,597,1177,0.452,2183,1932,446,406,805,2529.6,0.538119466,0.505190311,528,0.208728653,431,669,0.385813149,0.86298229,0.763757116,6.79
2011,OneSixteen,0,One,at Cleveland, OH,Ohio State,75,37,1017,2059,0.494,285,674,0.423,732,1385,0.494,2854,2208,587,419,858,2739.2,0.595894301,0.563137445,375,0.136901285,535,763,0.370568237,1.041910047,0.806074766,8.38,UTSA,46,34,802,1871,0.429,234,667,0.351,568,1204,0.429,2384,2363,430,362,824,2641.6,0.538986055,0.491181187,461,0.174515445,546,774,0.413682523,0.902483343,0.894533616,-4.93
2011,OneSixteen,0,Two,at Washington, DC,Pitt,74,34,886,1866,0.475,202,512,0.395,684,1354,0.475,2514,2073,595,484,875,2585,0.56616521,0.528938907,397,0.153578337,540,805,0.431404073,0.972533849,0.801934236,7.85,North Carolina-Asheville,51,34,881,1950,0.452,168,515,0.326,713,1435,0.452,2506,2333,492,400,813,2780,0.543270898,0.494871795,506,0.182014388,576,810,0.415384615,0.901438849,0.839208633,-2.89
2011,OneSixteen,0,Three,at Tulsa, OK,Kansas,72,38,1114,2193,0.508,271,710,0.382,843,1483,0.508,3084,2458,674,449,1026,3044.8,0.599468176,0.569767442,507,0.1665134,585,862,0.393068855,1.012874409,0.807277982,7.62,Boston University,53,35,749,1865,0.402,265,747,0.355,484,1118,0.402,2270,2222,345,414,835,2561,0.522848719,0.472654155,418,0.163217493,507,695,0.372654155,0.886372511,0.867629832,-3.85
2011,OneSixteen,0,Four,at Charlotte, NC,Duke,87,37,1040,2206,0.471,291,778,0.374,749,1428,0.471,2993,2394,529,446,953,2983.4,0.582422629,0.537398005,447,0.149829054,622,826,0.374433364,1.003217805,0.802440169,8.31,Hampton,45,33,746,1843,0.405,213,658,0.324,533,1185,0.405,2197,2070,387,367,803,2558.6,0.504602749,0.462561042,412,0.161025561,492,759,0.41182854,0.858672712,0.809036192,-8.77
2011,TwoFifteen,0,One,at Charlotte, NC,UNC,102,37,1044,2317,0.451,190,579,0.328,854,1738,0.451,2868,2545,573,525,1053,3161.2,0.530458843,0.491583945,493,0.155953435,590,878,0.378938282,0.907250411,0.805074023,10.14,LIU-Brooklyn,87,33,928,2009,0.462,229,635,0.361,699,1374,0.462,2730,2466,503,479,899,2913.6,0.557470513,0.518914883,505,0.173325096,645,999,0.49726232,0.936985173,0.846375618,-5.77
2011,TwoFifteen,0,Two,at Tampa, FL,Florida,79,37,968,2083,0.465,233,661,0.352,735,1422,0.465,2667,2345,521,467,917,2832.6,0.553236861,0.520643303,452,0.159570712,498,744,0.357177148,0.94153781,0.827861329,7.57,UCSB,51,32,742,1636,0.454,227,611,0.372,515,1025,0.454,2170,2105,457,277,761,2336,0.569733249,0.52292176,456,0.195205479,459,610,0.372860636,0.928938356,0.901113014,0.12
2011,TwoFifteen,0,Three,at Chicago, IL,Notre Dame,69,34,843,1832,0.46,273,708,0.386,570,1124,0.46,2558,2227,563,371,890,2526.8,0.582454415,0.534661572,364,0.144055723,599,827,0.451419214,1.012347633,0.881351908,8.43,Akron,56,36,892,2073,0.43,283,785,0.361,609,1288,0.43,2524,2365,520,363,875,2764.6,0.535072247,0.498552822,432,0.156261304,457,649,0.313072841,0.912971135,0.855458294,-1.02
2011,TwoFifteen,0,Four,at Tucson, AZ,San Diego State,68,37,991,2141,0.463,223,639,0.349,768,1502,0.463,2660,2192,499,472,924,2804.2,0.547703762,0.514946287,402,0.143356394,455,653,0.304997665,0.948577134,0.781684616,6.36,Northern Colorado,50,32,731,1708,0.428,254,657,0.387,477,1051,0.428,2287,2105,371,376,774,2458.8,0.562060084,0.50234192,454,0.184642915,571,742,0.43442623,0.930128518,0.856108671,-2.24
2011,ThreeFourteen,0,One,at Cleveland, OH,Syracuse,77,35,936,1983,0.472,222,628,0.354,714,1355,0.472,2568,2216,566,429,879,2701.2,0.559058135,0.527987897,433,0.160299126,474,713,0.359556228,0.950688583,0.820376129,8.79,Indiana State,60,34,769,1793,0.429,235,649,0.362,534,1144,0.429,2253,2192,431,352,820,2540.4,0.538881767,0.494422755,477,0.187765706,480,676,0.377021751,0.88686821,0.862856243,2.9
2011,ThreeFourteen,0,Two,at Denver, CO,BYU,74,37,1019,2267,0.449,312,865,0.361,707,1402,0.449,3012,2512,538,420,1005,3017,0.568817042,0.518306131,404,0.133907855,662,865,0.381561535,0.998342725,0.832615181,5.76,Wofford,66,34,883,1853,0.477,197,493,0.4,686,1360,0.477,2502,2313,487,372,736,2568.2,0.569848587,0.529681597,404,0.157308621,539,778,0.419859687,0.974223191,0.900630792,-1.21
2011,ThreeFourteen,0,Three,at Chicago, IL,Purdue,65,34,875,1957,0.447,235,645,0.364,640,1312,0.447,2466,2103,538,380,827,2580.2,0.547241159,0.507153807,354,0.137198667,481,673,0.343893715,0.955739865,0.815053097,8.69,St. Peter's,43,34,713,1782,0.4,197,573,0.344,516,1209,0.4,2069,2042,383,384,825,2570.2,0.495706592,0.455387205,511,0.198817213,446,693,0.388888889,0.80499572,0.794490701,-1.07
2011,ThreeFourteen,0,Four,at Washington, DC,UConn,81,41,1053,2429,0.434,234,711,0.329,819,1718,0.434,2967,2659,534,570,1056,3223.8,0.531590867,0.481679704,466,0.14454991,627,822,0.338410869,0.920342453,0.824803027,10.44,Bucknell,52,34,827,1855,0.446,234,585,0.4,593,1270,0.446,2387,2174,491,270,879,2488.2,0.559404177,0.508894879,380,0.152720842,499,633,0.341239892,0.959328028,0.873723977,-3.87
2011,FourThirteen,0,One,at Tampa, FL,Kentucky,59,38,1002,2183,0.459,281,707,0.397,721,1476,0.459,2845,2412,482,445,975,2904.6,0.562217409,0.523362345,406,0.139778283,560,789,0.361429226,0.979480824,0.830406941,8.91,Princeton,57,32,788,1696,0.465,193,531,0.363,595,1165,0.465,2215,2017,427,315,790,2328.6,0.563911689,0.521521226,389,0.167053165,446,609,0.359080189,0.951215323,0.866185691,-1.61
2011,FourThirteen,0,Two,at Tucson, AZ,Wisconsin,72,34,798,1808,0.441,278,744,0.374,520,1064,0.441,2310,1992,442,355,733,2279.2,0.565477939,0.518252212,258,0.113197613,436,533,0.294800885,1.013513514,0.873990874,9.41,Belmont,58,35,944,2045,0.462,327,864,0.378,617,1181,0.462,2790,2178,575,451,807,2837.4,0.584014335,0.541564792,480,0.169168957,575,781,0.38190709,0.983294565,0.767604145,-4.42
2011,FourThirteen,1,Three,at Denver, CO,Louisville,61,35,949,2097,0.453,309,854,0.362,640,1243,0.453,2623,2259,608,434,838,2806.8,0.552703887,0.526227945,459,0.163531424,416,627,0.298998569,0.934516175,0.804831124,8.2,Morehead State,62,35,851,1874,0.454,204,601,0.339,647,1273,0.454,2412,2162,424,484,827,2699.4,0.547077716,0.508537887,525,0.194487664,506,751,0.400747065,0.893531896,0.800918723,-3.13
2011,FourThirteen,0,Four,at Tulsa, OK,Texas,85,36,954,2099,0.455,201,535,0.376,753,1564,0.455,2701,2238,485,494,958,2886,0.540805702,0.502382087,425,0.147262647,592,905,0.431157694,0.935897436,0.775467775,7.96,Oakland,81,35,1052,2137,0.492,287,767,0.374,765,1370,0.492,2992,2690,568,451,915,2943.6,0.597453633,0.559429106,473,0.160687593,601,834,0.390266729,1.016442451,0.91384699,0.1
2011,FiveTwelve,0,One,at Tampa, FL,West Virginia,84,33,783,1826,0.429,206,611,0.337,577,1215,0.429,2303,2134,491,469,758,2521.8,0.534418104,0.485213582,397,0.157427235,531,747,0.409090909,0.913236577,0.846220953,11.03,Clemson,76,34,810,1827,0.443,217,630,0.344,593,1197,0.443,2330,2086,445,384,793,2557.2,0.545330288,0.502736727,449,0.175582669,493,703,0.384783799,0.911152823,0.815735961,6.58
2011,FiveTwelve,0,Two,at Tucson, AZ,Kansas State,73,34,849,1939,0.438,237,631,0.376,612,1308,0.438,2477,2249,474,490,790,2768.2,0.5377021,0.49896854,498,0.179900296,542,828,0.427024239,0.894805289,0.812441298,8.41,Utah State,68,34,840,1788,0.47,206,562,0.367,634,1226,0.47,2449,1995,500,363,903,2495.6,0.576463167,0.527404922,402,0.161083507,563,764,0.427293065,0.981327136,0.799406956,0.5
2011,FiveTwelve,1,Three,at Denver, CO,Vanderbilt,66,34,848,1853,0.458,263,708,0.371,585,1145,0.458,2581,2301,454,370,885,2628.8,0.580971332,0.528602267,441,0.167757152,622,837,0.451699946,0.981816799,0.875304321,6.86,Richmond,69,37,922,2007,0.459,287,735,0.39,635,1272,0.459,2577,2265,548,344,878,2649.6,0.562035454,0.530891878,383,0.144550121,446,649,0.323368211,0.972599638,0.854846014,2.79
2011,FiveTwelve,0,Four,at Tulsa, OK,Arizona,77,38,969,2064,0.469,296,745,0.397,673,1319,0.469,2905,2580,536,408,911,2907.6,0.590552782,0.541182171,484,0.166460311,671,899,0.435562016,0.999105792,0.887329757,7.99,Memphis,75,35,891,1975,0.451,210,639,0.329,681,1336,0.451,2524,2392,512,421,825,2822.8,0.544181313,0.504303797,535,0.189528128,532,782,0.395949367,0.894147655,0.847385575,3.14
2011,SixEleven,1,One,at Cleveland, OH,Xavier,55,32,784,1700,0.461,173,526,0.329,611,1174,0.461,2306,2067,424,328,802,2388.4,0.567242601,0.512058824,386,0.16161447,565,756,0.444705882,0.965499916,0.865432926,4.41,Marquette,66,37,973,2094,0.465,191,547,0.349,782,1547,0.465,2782,2546,574,457,872,2919.8,0.555981902,0.510267431,455,0.155832591,645,927,0.44269341,0.952804987,0.871977533,8.51
2011,SixEleven,1,Two,at Denver, CO,St. John's (NY),71,33,807,1773,0.455,143,427,0.335,664,1346,0.455,2313,2211,417,354,714,2494.2,0.546157769,0.495487874,408,0.163579504,556,783,0.441624365,0.927351455,0.886456579,10.01,Gonzaga,86,35,932,1947,0.479,203,548,0.37,729,1399,0.479,2684,2307,542,398,916,2745,0.582617001,0.530816641,474,0.172677596,617,810,0.416024653,0.977777778,0.840437158,4
2011,SixEleven,1,Three,at Chicago, IL,Georgetown,56,32,809,1703,0.475,223,631,0.353,586,1072,0.475,2258,2123,481,324,757,2363.2,0.578108678,0.540516735,433,0.183226134,417,568,0.333529066,0.955484089,0.898358158,10.39,VCU,74,40,968,2228,0.434,339,917,0.37,629,1311,0.434,2864,2673,583,428,864,3009.6,0.552776234,0.510547576,452,0.150186071,589,824,0.36983842,0.951621478,0.888157895,3.78
2011,SixEleven,0,Four,at Washington, DC,Cincinnati,78,35,848,1939,0.437,220,651,0.338,628,1288,0.437,2412,2086,497,454,783,2636.8,0.532337518,0.494069108,401,0.152078277,496,742,0.38267148,0.914745146,0.791110437,6.1,Missouri,63,34,983,2145,0.458,245,669,0.366,738,1476,0.458,2748,2435,558,425,772,2866.8,0.557430788,0.515384615,431,0.150341845,537,727,0.338927739,0.958560067,0.849379099,6.5
